Entry	Gene names	Transmembrane
Q9Y4C5	CHST2 GN6ST	TRANSMEM 55 75 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9GZX3	CHST6	TRANSMEM 6 26 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O43529	CHST10	TRANSMEM 7 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9NRB3	CHST12 UNQ500/PRO1017	TRANSMEM 6 26 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8NET6	CHST13	TRANSMEM 10 30 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8NCH0	CHST14 D4ST1 UNQ1925/PRO4400	TRANSMEM 40 60 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8TCG1	CIP2A KIAA1524	TRANSMEM 192 212 Helical. {ECO:0000255}.
Q9NZ45	CISD1 C10orf70 ZCD1 MDS029	TRANSMEM 14 31 Helical; Signal-anchor for type III membrane protein. {ECO:0000255}.
Q07065	CKAP4	TRANSMEM 107 127 Helical. {ECO:0000255}.
Q8TAZ6	CMTM2 CKLFSF2	TRANSMEM 116 136 Helical. {ECO:0000255}.; TRANSMEM 147 167 Helical. {ECO:0000255}.; TRANSMEM 178 198 Helical. {ECO:0000255}.
Q96MX0	CMTM3 CKLFSF3	TRANSMEM 64 84 Helical. {ECO:0000255}.; TRANSMEM 101 121 Helical. {ECO:0000255}.; TRANSMEM 131 151 Helical. {ECO:0000255}.
Q96DZ9	CMTM5 CKLFSF5	TRANSMEM 35 55 Helical. {ECO:0000255}.; TRANSMEM 56 76 Helical. {ECO:0000255}.; TRANSMEM 162 182 Helical. {ECO:0000255}.; TRANSMEM 186 206 Helical. {ECO:0000255}.
Q96FZ5	CMTM7 CKLFSF7	TRANSMEM 43 63 Helical. {ECO:0000255}.; TRANSMEM 77 97 Helical. {ECO:0000255}.; TRANSMEM 110 130 Helical. {ECO:0000255}.; TRANSMEM 140 160 Helical. {ECO:0000255}.
Q96M19	LINC00477 C12orf67	TRANSMEM 15 35 Helical. {ECO:0000255}.; TRANSMEM 41 61 Helical. {ECO:0000255}.; TRANSMEM 63 83 Helical. {ECO:0000255}.
P0DPE3	C12orf81	TRANSMEM 219 239 Helical. {ECO:0000255}.
Q8TDQ1	CD300LF CD300F CLM1 IGSF13 IREM1 NKIR UNQ3105/PRO10111	TRANSMEM 157 177 Helical. {ECO:0000255}.
A8K4G0	CD300LB CD300B CLM7 CMRF35A2 IREM3 LMIR5 TREM5 UNQ2530/PRO6029	TRANSMEM 152 172 Helical. {ECO:0000255}.
Q9H6B4	CLMP ACAM ASAM UNQ318/PRO363	TRANSMEM 236 256 Helical. {ECO:0000255}.
Q8WUS8	SDR42E1 HSPC105	TRANSMEM 282 302 Helical. {ECO:0000255}.; TRANSMEM 371 391 Helical. {ECO:0000255}.
P61803	DAD1	TRANSMEM 31 51 Helical. {ECO:0000255}.; TRANSMEM 53 73 Helical. {ECO:0000255}.; TRANSMEM 93 113 Helical. {ECO:0000255}.
Q6ZPD8	DGAT2L6 DC3	TRANSMEM 22 42 Helical. {ECO:0000255}.; TRANSMEM 102 122 Helical. {ECO:0000255}.
P56937	HSD17B7 SDR37C1 UNQ2563/PRO6243	TRANSMEM 230 250 Helical. {ECO:0000255}.
Q15392	DHCR24 KIAA0018	TRANSMEM 32 52 Helical. {ECO:0000255}.
P28845	HSD11B1 HSD11 HSD11L SDR26C1	TRANSMEM 8 24 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9NXW2	DNAJB12	TRANSMEM 244 264 Helical. {ECO:0000255}.
Q8TBM8	DNAJB14 UNQ9427/PRO34683	TRANSMEM 245 265 Helical. {ECO:0000255}.
Q9Y5T4	DNAJC15 DNAJD1 GIG22 HSD18	TRANSMEM 36 58 Helical. {ECO:0000255}.
Q9NR61	DLL4 UNQ1895/PRO4341	TRANSMEM 530 550 Helical. {ECO:0000255}.
Q96KC8	DNAJC1 HTJ1	TRANSMEM 154 174 Helical. {ECO:0000255}.
Q9Y442	C22orf24	TRANSMEM 27 47 Helical. {ECO:0000255}.
Q5JRM2	CXorf66	TRANSMEM 48 68 Helical. {ECO:0000255}.
P00156	MT-CYB COB CYTB MTCYB	TRANSMEM 33 53 Helical. {ECO:0000250|UniProtKB:P00157}.; TRANSMEM 77 98 Helical. {ECO:0000250|UniProtKB:P00157}.; TRANSMEM 113 133 Helical. {ECO:0000250|UniProtKB:P00157}.; TRANSMEM 178 198 Helical. {ECO:0000250|UniProtKB:P00157}.; TRANSMEM 226 246 Helical. {ECO:0000250|UniProtKB:P00157}.; TRANSMEM 288 308 Helical. {ECO:0000250|UniProtKB:P00157}.; TRANSMEM 320 340 Helical. {ECO:0000250|UniProtKB:P00157}.; TRANSMEM 347 367 Helical. {ECO:0000250|UniProtKB:P00157}.
Q6UVK1	CSPG4 MCSP	TRANSMEM 2225 2245 Helical. {ECO:0000255}.
O95196	CSPG5 CALEB NGC	TRANSMEM 424 444 Helical. {ECO:0000255}.
Q9H7T0	CATSPERB C14orf161	TRANSMEM 4 24 Helical. {ECO:0000255}.; TRANSMEM 193 213 Helical. {ECO:0000255}.; TRANSMEM 244 264 Helical. {ECO:0000255}.; TRANSMEM 1058 1078 Helical. {ECO:0000255}.
O96002	CXorf1	TRANSMEM 23 43 Helical. {ECO:0000255}.; TRANSMEM 58 78 Helical. {ECO:0000255}.
Q9Y6H8	GJA3	TRANSMEM 20 40 Helical. {ECO:0000255}.; TRANSMEM 77 97 Helical. {ECO:0000255}.; TRANSMEM 153 173 Helical. {ECO:0000255}.; TRANSMEM 202 222 Helical. {ECO:0000255}.
P36382	GJA5	TRANSMEM 20 40 Helical. {ECO:0000255}.; TRANSMEM 77 97 Helical. {ECO:0000255}.; TRANSMEM 165 185 Helical. {ECO:0000255}.; TRANSMEM 206 226 Helical. {ECO:0000255}.
P08034	GJB1 CX32	TRANSMEM 23 45 Helical. {ECO:0000305}.; TRANSMEM 76 95 Helical. {ECO:0000305}.; TRANSMEM 131 153 Helical. {ECO:0000305}.; TRANSMEM 192 214 Helical. {ECO:0000305}.
P29033	GJB2	TRANSMEM 21 40 Helical. {ECO:0000255}.; TRANSMEM 76 98 Helical. {ECO:0000255}.; TRANSMEM 132 154 Helical. {ECO:0000255}.; TRANSMEM 193 215 Helical. {ECO:0000255}.
O95377	GJB5	TRANSMEM 21 40 Helical. {ECO:0000255}.; TRANSMEM 76 98 Helical. {ECO:0000255}.; TRANSMEM 127 149 Helical. {ECO:0000255}.; TRANSMEM 188 210 Helical. {ECO:0000255}.
P25024	CXCR1 CMKAR1 IL8RA	TRANSMEM 40 66 Helical; Name=1. {ECO:0000255}.; TRANSMEM 76 96 Helical; Name=2. {ECO:0000255}.; TRANSMEM 112 133 Helical; Name=3. {ECO:0000255}.; TRANSMEM 155 174 Helical; Name=4. {ECO:0000255}.; TRANSMEM 200 220 Helical; Name=5. {ECO:0000255}.; TRANSMEM 243 264 Helical; Name=6. {ECO:0000255}.; TRANSMEM 286 308 Helical; Name=7. {ECO:0000255}.
O00574	CXCR6 BONZO STRL33 TYMSTR	TRANSMEM 33 59 Helical; Name=1. {ECO:0000255}.; TRANSMEM 69 89 Helical; Name=2. {ECO:0000255}.; TRANSMEM 104 125 Helical; Name=3. {ECO:0000255}.; TRANSMEM 144 164 Helical; Name=4. {ECO:0000255}.; TRANSMEM 188 215 Helical; Name=5. {ECO:0000255}.; TRANSMEM 232 259 Helical; Name=6. {ECO:0000255}.; TRANSMEM 276 293 Helical; Name=7. {ECO:0000255}.
Q9UKL4	GJD2 GJA9	TRANSMEM 20 42 Helical. {ECO:0000255}.; TRANSMEM 76 98 Helical. {ECO:0000255}.; TRANSMEM 198 220 Helical. {ECO:0000255}.; TRANSMEM 253 275 Helical. {ECO:0000255}.
Q96KN9	GJD4 CX40.1	TRANSMEM 20 40 Helical. {ECO:0000255}.; TRANSMEM 77 97 Helical. {ECO:0000255}.; TRANSMEM 147 167 Helical. {ECO:0000255}.; TRANSMEM 197 217 Helical. {ECO:0000255}.
Q5T442	GJC2 GJA12	TRANSMEM 26 46 Helical. {ECO:0000255}.; TRANSMEM 79 99 Helical. {ECO:0000255}.; TRANSMEM 217 237 Helical. {ECO:0000255}.; TRANSMEM 266 286 Helical. {ECO:0000255}.
Q96J86	CYYR1 C21orf95	TRANSMEM 62 82 Helical. {ECO:0000255}.
Q6ZPD9	DPY19L3	TRANSMEM 44 64 Helical. {ECO:0000255}.; TRANSMEM 156 174 Helical. {ECO:0000255}.; TRANSMEM 179 195 Helical. {ECO:0000255}.; TRANSMEM 215 235 Helical. {ECO:0000255}.; TRANSMEM 244 264 Helical. {ECO:0000255}.; TRANSMEM 269 289 Helical. {ECO:0000255}.; TRANSMEM 298 318 Helical. {ECO:0000255}.; TRANSMEM 342 362 Helical. {ECO:0000255}.; TRANSMEM 417 437 Helical. {ECO:0000255}.; TRANSMEM 461 481 Helical. {ECO:0000255}.; TRANSMEM 489 509 Helical. {ECO:0000255}.; TRANSMEM 527 547 Helical. {ECO:0000255}.
Q6NXN4	DPY19L2P1	TRANSMEM 103 123 Helical. {ECO:0000255}.; TRANSMEM 149 169 Helical. {ECO:0000255}.; TRANSMEM 190 210 Helical. {ECO:0000255}.
Q14118	DAG1	TRANSMEM 750 775 Helical. {ECO:0000255}.
Q5T1A1	DCST2	TRANSMEM 27 47 Helical. {ECO:0000255}.; TRANSMEM 52 72 Helical. {ECO:0000255}.; TRANSMEM 234 254 Helical. {ECO:0000255}.; TRANSMEM 323 343 Helical. {ECO:0000255}.; TRANSMEM 416 436 Helical. {ECO:0000255}.; TRANSMEM 500 520 Helical. {ECO:0000255}.
Q9H295	DCSTAMP TM7SF4	TRANSMEM 35 55 Helical. {ECO:0000255}.; TRANSMEM 58 78 Helical. {ECO:0000255}.; TRANSMEM 98 118 Helical. {ECO:0000255}.; TRANSMEM 210 230 Helical. {ECO:0000255}.; TRANSMEM 293 313 Helical. {ECO:0000255}.; TRANSMEM 377 397 Helical. {ECO:0000255}.
Q9BUN8	DERL1 DER1 UNQ243/PRO276	TRANSMEM 23 43 Helical; Name=1. {ECO:0000255}.; TRANSMEM 60 80 Helical; Name=2. {ECO:0000255}.; TRANSMEM 106 126 Helical; Name=3. {ECO:0000255}.; TRANSMEM 155 175 Helical; Name=4. {ECO:0000255}.
Q9GZP9	DERL2 DER2 FLANA CGI-101 SBBI53	TRANSMEM 58 78 Helical; Name=1. {ECO:0000255}.; TRANSMEM 97 117 Helical; Name=2. {ECO:0000255}.; TRANSMEM 151 171 Helical; Name=3. {ECO:0000255}.; TRANSMEM 173 193 Helical; Name=4. {ECO:0000255}.
Q96Q80	DERL3 C22orf14 DER3 LLN2	TRANSMEM 23 43 Helical; Name=1. {ECO:0000255}.; TRANSMEM 59 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 99 119 Helical; Name=3. {ECO:0000255}.; TRANSMEM 158 178 Helical; Name=4. {ECO:0000255}.
O75907	DGAT1 AGRP1 DGAT	TRANSMEM 88 109 Helical. {ECO:0000255}.; TRANSMEM 221 229 Helical. {ECO:0000255}.; TRANSMEM 231 239 Helical. {ECO:0000255}.
Q96PD7	DGAT2 HMFN1045 UNQ738/PRO1433	TRANSMEM 70 88 Helical. {ECO:0000255}.; TRANSMEM 93 112 Helical. {ECO:0000255}.
Q53GQ0	HSD17B12 SDR12C1	TRANSMEM 4 24 Helical. {ECO:0000255}.; TRANSMEM 182 202 Helical. {ECO:0000255}.; TRANSMEM 271 291 Helical. {ECO:0000255}.
Q9UBM7	DHCR7 D7SR	TRANSMEM 40 60 Helical. {ECO:0000255}.; TRANSMEM 154 174 Helical. {ECO:0000255}.; TRANSMEM 177 197 Helical. {ECO:0000255}.; TRANSMEM 266 286 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 331 351 Helical. {ECO:0000255}.; TRANSMEM 420 440 Helical. {ECO:0000255}.
P43146	DCC IGDCC1	TRANSMEM 1098 1122 Helical. {ECO:0000255}.
Q6QHC5	DEGS2 C14orf66	TRANSMEM 45 65 Helical. {ECO:0000255}.; TRANSMEM 68 88 Helical. {ECO:0000255}.; TRANSMEM 210 231 Helical. {ECO:0000255}.
P37059	HSD17B2 EDH17B2 SDR9C2	TRANSMEM 4 24 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O75911	DHRS3 RDH17 SDR16C1 UNQ2424/PRO4983	TRANSMEM 9 29 Helical. {ECO:0000255}.; TRANSMEM 170 190 Helical. {ECO:0000255}.; TRANSMEM 195 215 Helical. {ECO:0000255}.; TRANSMEM 253 273 Helical. {ECO:0000255}.
Q96F81	DISP1 DISPA	TRANSMEM 190 210 Helical. {ECO:0000255}.; TRANSMEM 500 520 Helical. {ECO:0000255}.; TRANSMEM 525 545 Helical. {ECO:0000255}.; TRANSMEM 549 569 Helical. {ECO:0000255}.; TRANSMEM 604 624 Helical. {ECO:0000255}.; TRANSMEM 638 658 Helical. {ECO:0000255}.; TRANSMEM 719 739 Helical. {ECO:0000255}.; TRANSMEM 988 1008 Helical. {ECO:0000255}.; TRANSMEM 1010 1030 Helical. {ECO:0000255}.; TRANSMEM 1040 1060 Helical. {ECO:0000255}.; TRANSMEM 1079 1099 Helical. {ECO:0000255}.; TRANSMEM 1107 1127 Helical. {ECO:0000255}.
A7MBM2	DISP2 C15orf36 DISPB KIAA1742 LINC00594	TRANSMEM 170 190 Helical. {ECO:0000255}.; TRANSMEM 484 504 Helical. {ECO:0000255}.; TRANSMEM 510 530 Helical. {ECO:0000255}.; TRANSMEM 542 562 Helical. {ECO:0000255}.; TRANSMEM 589 609 Helical. {ECO:0000255}.; TRANSMEM 617 637 Helical. {ECO:0000255}.; TRANSMEM 704 724 Helical. {ECO:0000255}.; TRANSMEM 964 984 Helical. {ECO:0000255}.; TRANSMEM 990 1010 Helical. {ECO:0000255}.; TRANSMEM 1019 1039 Helical. {ECO:0000255}.; TRANSMEM 1064 1084 Helical. {ECO:0000255}.; TRANSMEM 1088 1108 Helical. {ECO:0000255}.
Q9P2K9	DISP3 KIAA1337 PTCHD2	TRANSMEM 74 94 Helical. {ECO:0000255}.; TRANSMEM 463 483 Helical. {ECO:0000255}.; TRANSMEM 485 505 Helical. {ECO:0000255}.; TRANSMEM 509 529 Helical. {ECO:0000255}.; TRANSMEM 574 594 Helical. {ECO:0000255}.; TRANSMEM 596 616 Helical. {ECO:0000255}.; TRANSMEM 730 750 Helical. {ECO:0000255}.; TRANSMEM 1183 1203 Helical. {ECO:0000255}.; TRANSMEM 1205 1225 Helical. {ECO:0000255}.; TRANSMEM 1292 1312 Helical. {ECO:0000255}.; TRANSMEM 1321 1341 Helical. {ECO:0000255}.; TRANSMEM 1359 1379 Helical. {ECO:0000255}.
Q6Y2X3	DNAJC14 DRIP78 HDJ3	TRANSMEM 250 270 Helical. {ECO:0000255}.; TRANSMEM 300 320 Helical. {ECO:0000255}.; TRANSMEM 326 346 Helical. {ECO:0000255}.
Q9H1X3	DNAJC25	TRANSMEM 20 40 Helical. {ECO:0000255}.; TRANSMEM 150 170 Helical. {ECO:0000255}.; TRANSMEM 244 264 Helical. {ECO:0000255}.
O00548	DLL1 UNQ146/PRO172	TRANSMEM 546 568 Helical. {ECO:0000255}.
Q96GE9	DMAC1 C9orf123 TMEM261	TRANSMEM 52 69 Helical. {ECO:0000255}.; TRANSMEM 82 104 Helical. {ECO:0000255}.
P28068	HLA-DMB DMB RING7	TRANSMEM 219 239 Helical. {ECO:0000255}.
Q86UF2	CTAGE6 CTAGE6P	TRANSMEM 39 59 Helical. {ECO:0000255}.
Q8NCS7	SLC44A5 CTL5	TRANSMEM 39 59 Helical. {ECO:0000255}.; TRANSMEM 243 263 Helical. {ECO:0000255}.; TRANSMEM 266 286 Helical. {ECO:0000255}.; TRANSMEM 326 346 Helical. {ECO:0000255}.; TRANSMEM 352 372 Helical. {ECO:0000255}.; TRANSMEM 375 395 Helical. {ECO:0000255}.; TRANSMEM 461 481 Helical. {ECO:0000255}.; TRANSMEM 516 536 Helical. {ECO:0000255}.; TRANSMEM 611 631 Helical. {ECO:0000255}.; TRANSMEM 650 670 Helical. {ECO:0000255}.
P00167	CYB5A CYB5	TRANSMEM 109 131 Helical. {ECO:0000255}.
Q9H1C7	CYSTM1 C5orf32 ORF1-FL49	TRANSMEM 74 91 Helical. {ECO:0000255}.
Q96PD2	DCBLD2 CLCP1 ESDN	TRANSMEM 529 549 Helical. {ECO:0000255}.
Q5T197	DCST1	TRANSMEM 49 69 Helical. {ECO:0000255}.; TRANSMEM 80 100 Helical. {ECO:0000255}.; TRANSMEM 116 136 Helical. {ECO:0000255}.; TRANSMEM 373 393 Helical. {ECO:0000255}.; TRANSMEM 464 484 Helical. {ECO:0000255}.; TRANSMEM 554 574 Helical. {ECO:0000255}.
O15121	DEGS1 DES1 MLD MIG15	TRANSMEM 41 61 Helical. {ECO:0000255}.; TRANSMEM 68 88 Helical. {ECO:0000255}.; TRANSMEM 102 122 Helical. {ECO:0000255}.; TRANSMEM 152 172 Helical. {ECO:0000255}.; TRANSMEM 184 204 Helical. {ECO:0000255}.; TRANSMEM 209 229 Helical. {ECO:0000255}.
Q08345	DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE	TRANSMEM 418 438 Helical. {ECO:0000255}.
Q6ZUT9	DENND5B	TRANSMEM 916 936 Helical. {ECO:0000255}.
Q8NCG7	DAGLB	TRANSMEM 18 38 Helical. {ECO:0000255}.; TRANSMEM 59 79 Helical. {ECO:0000255}.; TRANSMEM 103 123 Helical. {ECO:0000255}.; TRANSMEM 133 153 Helical. {ECO:0000255}.
Q96SL1	DIRC2	TRANSMEM 52 72 Helical. {ECO:0000255}.; TRANSMEM 90 110 Helical. {ECO:0000255}.; TRANSMEM 118 138 Helical. {ECO:0000255}.; TRANSMEM 156 176 Helical. {ECO:0000255}.; TRANSMEM 185 205 Helical. {ECO:0000255}.; TRANSMEM 230 250 Helical. {ECO:0000255}.; TRANSMEM 282 302 Helical. {ECO:0000255}.; TRANSMEM 315 335 Helical. {ECO:0000255}.; TRANSMEM 348 368 Helical. {ECO:0000255}.; TRANSMEM 385 405 Helical. {ECO:0000255}.; TRANSMEM 415 435 Helical. {ECO:0000255}.; TRANSMEM 443 463 Helical. {ECO:0000255}.
Q6UY11	DLK2 EGFL9 UNQ2903/PRO28633	TRANSMEM 307 327 Helical. {ECO:0000255}.
Q9NYJ7	DLL3	TRANSMEM 493 513 Helical. {ECO:0000255}.
Q8TB36	GDAP1	TRANSMEM 292 312 Helical. {ECO:0000255}.; TRANSMEM 320 340 Helical. {ECO:0000255}.
Q9UG22	GIMAP2 IMAP2	TRANSMEM 271 291 Helical. {ECO:0000255}.; TRANSMEM 297 317 Helical. {ECO:0000255}.
Q6ZMI3	GLDN COLM UNQ9339/PRO34011	TRANSMEM 18 39 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
P23415	GLRA1	TRANSMEM 251 272 Helical; Name=1. {ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860}.; TRANSMEM 278 298 Helical; Name=2. {ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860}.; TRANSMEM 310 330 Helical; Name=3. {ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860}.; TRANSMEM 426 446 Helical; Name=4. {ECO:0000269|PubMed:23994010}.
P23416	GLRA2	TRANSMEM 257 278 Helical; Name=1. {ECO:0000250|UniProtKB:P23415}.; TRANSMEM 284 304 Helical; Name=2. {ECO:0000250|UniProtKB:P23415}.; TRANSMEM 316 336 Helical; Name=3. {ECO:0000250|UniProtKB:P23415}.; TRANSMEM 421 441 Helical; Name=4. {ECO:0000250|UniProtKB:P23415}.
O75311	GLRA3	TRANSMEM 256 277 Helical; Name=1. {ECO:0000269|PubMed:26416729}.; TRANSMEM 283 303 Helical; Name=2. {ECO:0000269|PubMed:26416729}.; TRANSMEM 315 335 Helical; Name=3. {ECO:0000269|PubMed:26416729}.; TRANSMEM 431 451 Helical; Name=4. {ECO:0000269|PubMed:26416729}.
Q5JXX5	GLRA4	TRANSMEM 258 279 Helical; Name=1. {ECO:0000250|UniProtKB:P23415}.; TRANSMEM 285 305 Helical; Name=2. {ECO:0000250|UniProtKB:P23415}.; TRANSMEM 317 337 Helical; Name=3. {ECO:0000250|UniProtKB:P23415}.
P48167	GLRB	TRANSMEM 269 290 Helical; Name=1. {ECO:0000250|UniProtKB:P23415}.; TRANSMEM 296 316 Helical; Name=2. {ECO:0000250|UniProtKB:P23415}.; TRANSMEM 328 348 Helical; Name=3. {ECO:0000250|UniProtKB:P23415}.; TRANSMEM 476 496 Helical; Name=4. {ECO:0000250|UniProtKB:P23415}.
Q8NCW6	GALNT11	TRANSMEM 7 29 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8IUC8	GALNT13 KIAA1918	TRANSMEM 5 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q96FL9	GALNT14 UNQ2434/PRO4994	TRANSMEM 7 26 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8N3T1	GALNT15 GALNTL2 UNQ770/PRO1564	TRANSMEM 12 34 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
A0PJZ3	GXYLT2 GLT8D4	TRANSMEM 5 25 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q96D42	HAVCR1 KIM1 TIM1 TIMD1	TRANSMEM 291 311 Helical. {ECO:0000255}.
Q8TDQ0	HAVCR2 TIM3 TIMD3	TRANSMEM 203 223 Helical. {ECO:0000255}.
Q99075	HBEGF DTR DTS HEGFL	TRANSMEM 161 184 Helical. {ECO:0000255}.
Q9UBK5	HCST DAP10 KAP10 PIK3AP UNQ587/PRO1157	TRANSMEM 49 69 Helical. {ECO:0000255}.
Q9Y4D8	HECTD4 C12orf51 KIAA0614	TRANSMEM 282 302 Helical. {ECO:0000255}.
Q9UM44	HHLA2	TRANSMEM 345 365 Helical. {ECO:0000255}.
A8MVS5	HIDE1 C19orf38	TRANSMEM 118 138 Helical. {ECO:0000255}.
O95528	SLC2A10 GLUT10	TRANSMEM 16 36 Helical; Name=1. {ECO:0000255}.; TRANSMEM 49 69 Helical; Name=2. {ECO:0000255}.; TRANSMEM 78 98 Helical; Name=3. {ECO:0000255}.; TRANSMEM 107 127 Helical; Name=4. {ECO:0000255}.; TRANSMEM 135 155 Helical; Name=5. {ECO:0000255}.; TRANSMEM 167 187 Helical; Name=6. {ECO:0000255}.; TRANSMEM 234 254 Helical; Name=7. {ECO:0000255}.; TRANSMEM 270 290 Helical; Name=8. {ECO:0000255}.; TRANSMEM 299 319 Helical; Name=9. {ECO:0000255}.; TRANSMEM 415 435 Helical; Name=10. {ECO:0000255}.; TRANSMEM 446 466 Helical; Name=11. {ECO:0000255}.; TRANSMEM 477 497 Helical; Name=12. {ECO:0000255}.
P14672	SLC2A4 GLUT4	TRANSMEM 25 45 Helical; Name=1. {ECO:0000255}.; TRANSMEM 82 102 Helical; Name=2. {ECO:0000255}.; TRANSMEM 112 132 Helical; Name=3. {ECO:0000255}.; TRANSMEM 143 163 Helical; Name=4. {ECO:0000255}.; TRANSMEM 172 192 Helical; Name=5. {ECO:0000255}.; TRANSMEM 202 222 Helical; Name=6. {ECO:0000255}.; TRANSMEM 288 308 Helical; Name=7. {ECO:0000255}.; TRANSMEM 324 344 Helical; Name=8. {ECO:0000255}.; TRANSMEM 354 374 Helical; Name=9. {ECO:0000255}.; TRANSMEM 385 405 Helical; Name=10. {ECO:0000255}.; TRANSMEM 418 438 Helical; Name=11. {ECO:0000255}.; TRANSMEM 446 466 Helical; Name=12. {ECO:0000255}.
Q6PXP3	SLC2A7 GLUT7	TRANSMEM 22 42 Helical. {ECO:0000255}.; TRANSMEM 79 99 Helical. {ECO:0000255}.; TRANSMEM 108 128 Helical. {ECO:0000255}.; TRANSMEM 139 159 Helical. {ECO:0000255}.; TRANSMEM 173 193 Helical. {ECO:0000255}.; TRANSMEM 199 219 Helical. {ECO:0000255}.; TRANSMEM 282 302 Helical. {ECO:0000255}.; TRANSMEM 322 342 Helical. {ECO:0000255}.; TRANSMEM 351 371 Helical. {ECO:0000255}.; TRANSMEM 380 400 Helical. {ECO:0000255}.; TRANSMEM 416 436 Helical. {ECO:0000255}.; TRANSMEM 446 466 Helical. {ECO:0000255}.
Q9NRM0	SLC2A9 GLUT9	TRANSMEM 52 72 Helical; Name=1. {ECO:0000255}.; TRANSMEM 108 128 Helical; Name=2. {ECO:0000255}.; TRANSMEM 141 161 Helical; Name=3. {ECO:0000255}.; TRANSMEM 172 192 Helical; Name=4. {ECO:0000255}.; TRANSMEM 201 221 Helical; Name=5. {ECO:0000255}.; TRANSMEM 232 252 Helical; Name=6. {ECO:0000255}.; TRANSMEM 317 337 Helical; Name=7. {ECO:0000255}.; TRANSMEM 355 375 Helical; Name=8. {ECO:0000255}.; TRANSMEM 382 402 Helical; Name=9. {ECO:0000255}.; TRANSMEM 416 436 Helical; Name=10. {ECO:0000255}.; TRANSMEM 452 472 Helical; Name=11. {ECO:0000255}.; TRANSMEM 479 499 Helical; Name=12. {ECO:0000255}.
B0YJ81	HACD1 PTPLA	TRANSMEM 76 95 Helical. {ECO:0000255}.; TRANSMEM 115 131 Helical. {ECO:0000255}.; TRANSMEM 142 159 Helical. {ECO:0000255}.; TRANSMEM 166 180 Helical. {ECO:0000255}.; TRANSMEM 204 221 Helical. {ECO:0000255}.; TRANSMEM 252 269 Helical. {ECO:0000255}.
Q6Y1H2	HACD2 PTPLB	TRANSMEM 42 60 Helical. {ECO:0000255}.; TRANSMEM 80 97 Helical. {ECO:0000255}.; TRANSMEM 108 125 Helical. {ECO:0000255}.; TRANSMEM 131 146 Helical. {ECO:0000255}.; TRANSMEM 170 187 Helical. {ECO:0000255}.; TRANSMEM 218 235 Helical. {ECO:0000255}.
Q9BXC0	HCAR1 GPR104 GPR81 HCA1 FKSG80	TRANSMEM 22 42 Helical; Name=1. {ECO:0000255}.; TRANSMEM 50 70 Helical; Name=2. {ECO:0000255}.; TRANSMEM 90 110 Helical; Name=3. {ECO:0000255}.; TRANSMEM 131 151 Helical; Name=4. {ECO:0000255}.; TRANSMEM 183 203 Helical; Name=5. {ECO:0000255}.; TRANSMEM 221 241 Helical; Name=6. {ECO:0000255}.; TRANSMEM 262 281 Helical; Name=7. {ECO:0000255}.
A8MVW5	HEPACAM2 MIKI UNQ305/PRO346	TRANSMEM 352 372 Helical. {ECO:0000255}.
Q14CZ8	HEPACAM	TRANSMEM 241 261 Helical. {ECO:0000255}.
Q9C091	GREB1L C18orf6 KIAA1772	TRANSMEM 1843 1862 Helical. {ECO:0000255}.
P42262	GRIA2 GLUR2	TRANSMEM 544 564 Helical. {ECO:0000250}.; TRANSMEM 617 637 Helical. {ECO:0000250}.; TRANSMEM 813 833 Helical; Name=M4.
P42263	GRIA3 GLUR3 GLURC	TRANSMEM 553 573 Helical. {ECO:0000250}.; TRANSMEM 628 648 Helical. {ECO:0000250}.; TRANSMEM 824 844 Helical; Name=M4. {ECO:0000250}.
O43424	GRID2 GLURD2	TRANSMEM 567 587 Helical. {ECO:0000255}.; TRANSMEM 636 656 Helical. {ECO:0000255}.; TRANSMEM 831 851 Helical. {ECO:0000255}.
Q16099	GRIK4 GRIK	TRANSMEM 546 566 Helical. {ECO:0000255}.; TRANSMEM 624 644 Helical. {ECO:0000255}.; TRANSMEM 805 825 Helical. {ECO:0000255}.
Q8IUY3	GRAMD2A GRAMD2	TRANSMEM 312 332 Helical. {ECO:0000255}.
P25092	GUCY2C GUC2C STAR	TRANSMEM 431 454 Helical. {ECO:0000255}.
